macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
produktivitaet,produktivitaet_grundlagen,Produktivitaet Grundlagen für Selbststaendige,selbststaendige,sicherer im umgang werden,workbook,low,52,de,DE,micro domain #6107
produktivitaet,produktivitaet_grundlagen,Produktivitaet Grundlagen für Freelancer,freelancer,besser verstehen und anwenden,leitfaden,low,53,de,DE,micro domain #6108
produktivitaet,produktivitaet_grundlagen,Produktivitaet Grundlagen für Kleinunternehmer,kleinunternehmer,ergebnisse verbessern und optimieren,praxisbuch,low,54,de,DE,micro domain #6109
produktivitaet,produktivitaet_grundlagen,Produktivitaet Grundlagen für Studenten,studenten,zeit sparen und effizienter arbeiten,vorlagenbuch,low,55,de,DE,micro domain #6110
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Fortgeschrittene,fortgeschrittene,ueberblick behalten und struktur schaffen,ratgeber,low,52,de,DE,micro domain #6111
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Senioren,senioren,fehler vermeiden und qualitaet sichern,checkliste,low,53,de,DE,micro domain #6112
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Eltern,eltern,kosten senken und budget einhalten,planer,low,54,de,DE,micro domain #6113
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Alleinerziehende,alleinerziehende,motivation finden und dranbleiben,tagebuch,low,55,de,DE,micro domain #6114
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Berufseinsteiger,berufseinsteiger,richtige methode erlernen,trainingsjournal,low,56,de,DE,micro domain #6115
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Selbststaendige,selbststaendige,alltag vereinfachen und routine aufbauen,workbook,low,52,de,DE,micro domain #6116
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Freelancer,freelancer,sicherer im umgang werden,leitfaden,low,53,de,DE,micro domain #6117
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Kleinunternehmer,kleinunternehmer,besser verstehen und anwenden,praxisbuch,low,54,de,DE,micro domain #6118
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Studenten,studenten,ergebnisse verbessern und optimieren,vorlagenbuch,low,55,de,DE,micro domain #6119
produktivitaet,produktivitaet_fortgeschritten,Produktivitaet Fortgeschritten für Schueler,schueler,zeit sparen und effizienter arbeiten,arbeitsbuch,low,56,de,DE,micro domain #6120
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Senioren,senioren,ueberblick behalten und struktur schaffen,checkliste,low,53,de,DE,micro domain #6121
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Eltern,eltern,fehler vermeiden und qualitaet sichern,planer,low,54,de,DE,micro domain #6122
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Alleinerziehende,alleinerziehende,kosten senken und budget einhalten,tagebuch,low,55,de,DE,micro domain #6123
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Berufseinsteiger,berufseinsteiger,motivation finden und dranbleiben,trainingsjournal,low,56,de,DE,micro domain #6124
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Selbststaendige,selbststaendige,richtige methode erlernen,workbook,low,57,de,DE,micro domain #6125
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Freelancer,freelancer,alltag vereinfachen und routine aufbauen,leitfaden,low,53,de,DE,micro domain #6126
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Kleinunternehmer,kleinunternehmer,sicherer im umgang werden,praxisbuch,low,54,de,DE,micro domain #6127
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Studenten,studenten,besser verstehen und anwenden,vorlagenbuch,low,55,de,DE,micro domain #6128
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Schueler,schueler,ergebnisse verbessern und optimieren,arbeitsbuch,low,56,de,DE,micro domain #6129
produktivitaet,produktivitaet_organisation,Produktivitaet Organisation für Rentner,rentner,zeit sparen und effizienter arbeiten,ratgeber,low,57,de,DE,micro domain #6130
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Eltern,eltern,ueberblick behalten und struktur schaffen,planer,low,54,de,DE,micro domain #6131
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Alleinerziehende,alleinerziehende,fehler vermeiden und qualitaet sichern,tagebuch,low,55,de,DE,micro domain #6132
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Berufseinsteiger,berufseinsteiger,kosten senken und budget einhalten,trainingsjournal,low,56,de,DE,micro domain #6133
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Selbststaendige,selbststaendige,motivation finden und dranbleiben,workbook,low,57,de,DE,micro domain #6134
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Freelancer,freelancer,richtige methode erlernen,leitfaden,low,58,de,DE,micro domain #6135
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Kleinunternehmer,kleinunternehmer,alltag vereinfachen und routine aufbauen,praxisbuch,low,54,de,DE,micro domain #6136
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Studenten,studenten,sicherer im umgang werden,vorlagenbuch,low,55,de,DE,micro domain #6137
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Schueler,schueler,besser verstehen und anwenden,arbeitsbuch,low,56,de,DE,micro domain #6138
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Rentner,rentner,ergebnisse verbessern und optimieren,ratgeber,low,57,de,DE,micro domain #6139
produktivitaet,produktivitaet_dokumentation,Produktivitaet Dokumentation für Pflegende Angehoerige,pflegende_angehoerige,zeit sparen und effizienter arbeiten,checkliste,low,58,de,DE,micro domain #6140
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Alleinerziehende,alleinerziehende,ueberblick behalten und struktur schaffen,tagebuch,low,55,de,DE,micro domain #6141
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Berufseinsteiger,berufseinsteiger,fehler vermeiden und qualitaet sichern,trainingsjournal,low,56,de,DE,micro domain #6142
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Selbststaendige,selbststaendige,kosten senken und budget einhalten,workbook,low,57,de,DE,micro domain #6143
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Freelancer,freelancer,motivation finden und dranbleiben,leitfaden,low,58,de,DE,micro domain #6144
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Kleinunternehmer,kleinunternehmer,richtige methode erlernen,praxisbuch,low,59,de,DE,micro domain #6145
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Studenten,studenten,alltag vereinfachen und routine aufbauen,vorlagenbuch,low,55,de,DE,micro domain #6146
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Schueler,schueler,sicherer im umgang werden,arbeitsbuch,low,56,de,DE,micro domain #6147
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Rentner,rentner,besser verstehen und anwenden,ratgeber,low,57,de,DE,micro domain #6148
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Pflegende Angehoerige,pflegende_angehoerige,ergebnisse verbessern und optimieren,checkliste,low,58,de,DE,micro domain #6149
produktivitaet,produktivitaet_planung,Produktivitaet Planung für Fachkraefte,fachkraefte,zeit sparen und effizienter arbeiten,planer,low,59,de,DE,micro domain #6150
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Berufseinsteiger,berufseinsteiger,ueberblick behalten und struktur schaffen,trainingsjournal,medium,51,de,DE,micro domain #6151
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Selbststaendige,selbststaendige,fehler vermeiden und qualitaet sichern,workbook,medium,52,de,DE,micro domain #6152
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Freelancer,freelancer,kosten senken und budget einhalten,leitfaden,medium,53,de,DE,micro domain #6153
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Kleinunternehmer,kleinunternehmer,motivation finden und dranbleiben,praxisbuch,medium,54,de,DE,micro domain #6154
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Studenten,studenten,richtige methode erlernen,vorlagenbuch,medium,55,de,DE,micro domain #6155
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Schueler,schueler,alltag vereinfachen und routine aufbauen,arbeitsbuch,medium,51,de,DE,micro domain #6156
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Rentner,rentner,sicherer im umgang werden,ratgeber,medium,52,de,DE,micro domain #6157
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Pflegende Angehoerige,pflegende_angehoerige,besser verstehen und anwenden,checkliste,medium,53,de,DE,micro domain #6158
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Fachkraefte,fachkraefte,ergebnisse verbessern und optimieren,planer,medium,54,de,DE,micro domain #6159
produktivitaet,produktivitaet_optimierung,Produktivitaet Optimierung für Fuehrungskraefte,fuehrungskraefte,zeit sparen und effizienter arbeiten,tagebuch,medium,55,de,DE,micro domain #6160
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Selbststaendige,selbststaendige,ueberblick behalten und struktur schaffen,workbook,medium,52,de,DE,micro domain #6161
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Freelancer,freelancer,fehler vermeiden und qualitaet sichern,leitfaden,medium,53,de,DE,micro domain #6162
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Kleinunternehmer,kleinunternehmer,kosten senken und budget einhalten,praxisbuch,medium,54,de,DE,micro domain #6163
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Studenten,studenten,motivation finden und dranbleiben,vorlagenbuch,medium,55,de,DE,micro domain #6164
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Schueler,schueler,richtige methode erlernen,arbeitsbuch,medium,56,de,DE,micro domain #6165
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Rentner,rentner,alltag vereinfachen und routine aufbauen,ratgeber,medium,52,de,DE,micro domain #6166
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Pflegende Angehoerige,pflegende_angehoerige,sicherer im umgang werden,checkliste,medium,53,de,DE,micro domain #6167
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Fachkraefte,fachkraefte,besser verstehen und anwenden,planer,medium,54,de,DE,micro domain #6168
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Fuehrungskraefte,fuehrungskraefte,ergebnisse verbessern und optimieren,tagebuch,medium,55,de,DE,micro domain #6169
produktivitaet,produktivitaet_pflege,Produktivitaet Pflege für Schichtarbeiter,schichtarbeiter,zeit sparen und effizienter arbeiten,trainingsjournal,medium,56,de,DE,micro domain #6170
produktivitaet,produktivitaet_training,Produktivitaet Training für Freelancer,freelancer,ueberblick behalten und struktur schaffen,leitfaden,medium,53,de,DE,micro domain #6171
produktivitaet,produktivitaet_training,Produktivitaet Training für Kleinunternehmer,kleinunternehmer,fehler vermeiden und qualitaet sichern,praxisbuch,medium,54,de,DE,micro domain #6172
produktivitaet,produktivitaet_training,Produktivitaet Training für Studenten,studenten,kosten senken und budget einhalten,vorlagenbuch,medium,55,de,DE,micro domain #6173
produktivitaet,produktivitaet_training,Produktivitaet Training für Schueler,schueler,motivation finden und dranbleiben,arbeitsbuch,medium,56,de,DE,micro domain #6174
produktivitaet,produktivitaet_training,Produktivitaet Training für Rentner,rentner,richtige methode erlernen,ratgeber,medium,57,de,DE,micro domain #6175
produktivitaet,produktivitaet_training,Produktivitaet Training für Pflegende Angehoerige,pflegende_angehoerige,alltag vereinfachen und routine aufbauen,checkliste,medium,53,de,DE,micro domain #6176
produktivitaet,produktivitaet_training,Produktivitaet Training für Fachkraefte,fachkraefte,sicherer im umgang werden,planer,medium,54,de,DE,micro domain #6177
produktivitaet,produktivitaet_training,Produktivitaet Training für Fuehrungskraefte,fuehrungskraefte,besser verstehen und anwenden,tagebuch,medium,55,de,DE,micro domain #6178
produktivitaet,produktivitaet_training,Produktivitaet Training für Schichtarbeiter,schichtarbeiter,ergebnisse verbessern und optimieren,trainingsjournal,medium,56,de,DE,micro domain #6179
produktivitaet,produktivitaet_training,Produktivitaet Training für Berufstaetige,berufstaetige,zeit sparen und effizienter arbeiten,workbook,medium,57,de,DE,micro domain #6180
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Kleinunternehmer,kleinunternehmer,ueberblick behalten und struktur schaffen,praxisbuch,high,54,de,DE,micro domain #6181
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Studenten,studenten,fehler vermeiden und qualitaet sichern,vorlagenbuch,high,55,de,DE,micro domain #6182
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Schueler,schueler,kosten senken und budget einhalten,arbeitsbuch,high,56,de,DE,micro domain #6183
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Rentner,rentner,motivation finden und dranbleiben,ratgeber,high,57,de,DE,micro domain #6184
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Pflegende Angehoerige,pflegende_angehoerige,richtige methode erlernen,checkliste,high,58,de,DE,micro domain #6185
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Fachkraefte,fachkraefte,alltag vereinfachen und routine aufbauen,planer,high,54,de,DE,micro domain #6186
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Fuehrungskraefte,fuehrungskraefte,sicherer im umgang werden,tagebuch,high,55,de,DE,micro domain #6187
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Schichtarbeiter,schichtarbeiter,besser verstehen und anwenden,trainingsjournal,high,56,de,DE,micro domain #6188
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Berufstaetige,berufstaetige,ergebnisse verbessern und optimieren,workbook,high,57,de,DE,micro domain #6189
produktivitaet,produktivitaet_beratung,Produktivitaet Beratung für Jugendliche,jugendliche,zeit sparen und effizienter arbeiten,leitfaden,high,58,de,DE,micro domain #6190
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Studenten,studenten,ueberblick behalten und struktur schaffen,vorlagenbuch,low,55,de,DE,micro domain #6191
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Schueler,schueler,fehler vermeiden und qualitaet sichern,arbeitsbuch,low,56,de,DE,micro domain #6192
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Rentner,rentner,kosten senken und budget einhalten,ratgeber,low,57,de,DE,micro domain #6193
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Pflegende Angehoerige,pflegende_angehoerige,motivation finden und dranbleiben,checkliste,low,58,de,DE,micro domain #6194
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Fachkraefte,fachkraefte,richtige methode erlernen,planer,low,59,de,DE,micro domain #6195
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Fuehrungskraefte,fuehrungskraefte,alltag vereinfachen und routine aufbauen,tagebuch,low,55,de,DE,micro domain #6196
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Schichtarbeiter,schichtarbeiter,sicherer im umgang werden,trainingsjournal,low,56,de,DE,micro domain #6197
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Berufstaetige,berufstaetige,besser verstehen und anwenden,workbook,low,57,de,DE,micro domain #6198
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Jugendliche,jugendliche,ergebnisse verbessern und optimieren,leitfaden,low,58,de,DE,micro domain #6199
produktivitaet,produktivitaet_hilfe,Produktivitaet Hilfe für Erwachsene,erwachsene,zeit sparen und effizienter arbeiten,praxisbuch,low,59,de,DE,micro domain #6200
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Fortgeschrittene,fortgeschrittene,fehler vermeiden und qualitaet sichern,arbeitsbuch,low,52,de,DE,micro domain #6201
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Senioren,senioren,kosten senken und budget einhalten,ratgeber,low,53,de,DE,micro domain #6202
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Eltern,eltern,motivation finden und dranbleiben,checkliste,low,54,de,DE,micro domain #6203
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Alleinerziehende,alleinerziehende,richtige methode erlernen,planer,low,55,de,DE,micro domain #6204
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Berufseinsteiger,berufseinsteiger,alltag vereinfachen und routine aufbauen,tagebuch,low,56,de,DE,micro domain #6205
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Selbststaendige,selbststaendige,sicherer im umgang werden,trainingsjournal,low,52,de,DE,micro domain #6206
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Freelancer,freelancer,besser verstehen und anwenden,workbook,low,53,de,DE,micro domain #6207
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Kleinunternehmer,kleinunternehmer,ergebnisse verbessern und optimieren,leitfaden,low,54,de,DE,micro domain #6208
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Studenten,studenten,zeit sparen und effizienter arbeiten,praxisbuch,low,55,de,DE,micro domain #6209
digitale_ordnung,digitale_ordnung_grundlagen,Digitale Ordnung Grundlagen für Schueler,schueler,ueberblick behalten und struktur schaffen,vorlagenbuch,low,56,de,DE,micro domain #6210
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Senioren,senioren,fehler vermeiden und qualitaet sichern,ratgeber,low,53,de,DE,micro domain #6211
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Eltern,eltern,kosten senken und budget einhalten,checkliste,low,54,de,DE,micro domain #6212
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Alleinerziehende,alleinerziehende,motivation finden und dranbleiben,planer,low,55,de,DE,micro domain #6213
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Berufseinsteiger,berufseinsteiger,richtige methode erlernen,tagebuch,low,56,de,DE,micro domain #6214
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Selbststaendige,selbststaendige,alltag vereinfachen und routine aufbauen,trainingsjournal,low,57,de,DE,micro domain #6215
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Freelancer,freelancer,sicherer im umgang werden,workbook,low,53,de,DE,micro domain #6216
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Kleinunternehmer,kleinunternehmer,besser verstehen und anwenden,leitfaden,low,54,de,DE,micro domain #6217
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Studenten,studenten,ergebnisse verbessern und optimieren,praxisbuch,low,55,de,DE,micro domain #6218
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Schueler,schueler,zeit sparen und effizienter arbeiten,vorlagenbuch,low,56,de,DE,micro domain #6219
digitale_ordnung,digitale_ordnung_fortgeschritten,Digitale Ordnung Fortgeschritten für Rentner,rentner,ueberblick behalten und struktur schaffen,arbeitsbuch,low,57,de,DE,micro domain #6220
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Eltern,eltern,fehler vermeiden und qualitaet sichern,checkliste,low,54,de,DE,micro domain #6221
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Alleinerziehende,alleinerziehende,kosten senken und budget einhalten,planer,low,55,de,DE,micro domain #6222
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Berufseinsteiger,berufseinsteiger,motivation finden und dranbleiben,tagebuch,low,56,de,DE,micro domain #6223
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Selbststaendige,selbststaendige,richtige methode erlernen,trainingsjournal,low,57,de,DE,micro domain #6224
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Freelancer,freelancer,alltag vereinfachen und routine aufbauen,workbook,low,58,de,DE,micro domain #6225
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Kleinunternehmer,kleinunternehmer,sicherer im umgang werden,leitfaden,low,54,de,DE,micro domain #6226
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Studenten,studenten,besser verstehen und anwenden,praxisbuch,low,55,de,DE,micro domain #6227
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Schueler,schueler,ergebnisse verbessern und optimieren,vorlagenbuch,low,56,de,DE,micro domain #6228
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Rentner,rentner,zeit sparen und effizienter arbeiten,arbeitsbuch,low,57,de,DE,micro domain #6229
digitale_ordnung,digitale_ordnung_organisation,Digitale Ordnung Organisation für Pflegende Angehoerige,pflegende_angehoerige,ueberblick behalten und struktur schaffen,ratgeber,low,58,de,DE,micro domain #6230
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Alleinerziehende,alleinerziehende,fehler vermeiden und qualitaet sichern,planer,low,55,de,DE,micro domain #6231
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Berufseinsteiger,berufseinsteiger,kosten senken und budget einhalten,tagebuch,low,56,de,DE,micro domain #6232
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Selbststaendige,selbststaendige,motivation finden und dranbleiben,trainingsjournal,low,57,de,DE,micro domain #6233
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Freelancer,freelancer,richtige methode erlernen,workbook,low,58,de,DE,micro domain #6234
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Kleinunternehmer,kleinunternehmer,alltag vereinfachen und routine aufbauen,leitfaden,low,59,de,DE,micro domain #6235
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Studenten,studenten,sicherer im umgang werden,praxisbuch,low,55,de,DE,micro domain #6236
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Schueler,schueler,besser verstehen und anwenden,vorlagenbuch,low,56,de,DE,micro domain #6237
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Rentner,rentner,ergebnisse verbessern und optimieren,arbeitsbuch,low,57,de,DE,micro domain #6238
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Pflegende Angehoerige,pflegende_angehoerige,zeit sparen und effizienter arbeiten,ratgeber,low,58,de,DE,micro domain #6239
digitale_ordnung,digitale_ordnung_dokumentation,Digitale Ordnung Dokumentation für Fachkraefte,fachkraefte,ueberblick behalten und struktur schaffen,checkliste,low,59,de,DE,micro domain #6240
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Berufseinsteiger,berufseinsteiger,fehler vermeiden und qualitaet sichern,tagebuch,medium,56,de,DE,micro domain #6241
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Selbststaendige,selbststaendige,kosten senken und budget einhalten,trainingsjournal,medium,57,de,DE,micro domain #6242
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Freelancer,freelancer,motivation finden und dranbleiben,workbook,medium,58,de,DE,micro domain #6243
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Kleinunternehmer,kleinunternehmer,richtige methode erlernen,leitfaden,medium,59,de,DE,micro domain #6244
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Studenten,studenten,alltag vereinfachen und routine aufbauen,praxisbuch,medium,60,de,DE,micro domain #6245
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Schueler,schueler,sicherer im umgang werden,vorlagenbuch,medium,56,de,DE,micro domain #6246
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Rentner,rentner,besser verstehen und anwenden,arbeitsbuch,medium,57,de,DE,micro domain #6247
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Pflegende Angehoerige,pflegende_angehoerige,ergebnisse verbessern und optimieren,ratgeber,medium,58,de,DE,micro domain #6248
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Fachkraefte,fachkraefte,zeit sparen und effizienter arbeiten,checkliste,medium,59,de,DE,micro domain #6249
digitale_ordnung,digitale_ordnung_planung,Digitale Ordnung Planung für Fuehrungskraefte,fuehrungskraefte,ueberblick behalten und struktur schaffen,planer,medium,60,de,DE,micro domain #6250
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Selbststaendige,selbststaendige,fehler vermeiden und qualitaet sichern,trainingsjournal,medium,52,de,DE,micro domain #6251
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Freelancer,freelancer,kosten senken und budget einhalten,workbook,medium,53,de,DE,micro domain #6252
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Kleinunternehmer,kleinunternehmer,motivation finden und dranbleiben,leitfaden,medium,54,de,DE,micro domain #6253
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Studenten,studenten,richtige methode erlernen,praxisbuch,medium,55,de,DE,micro domain #6254
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Schueler,schueler,alltag vereinfachen und routine aufbauen,vorlagenbuch,medium,56,de,DE,micro domain #6255
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Rentner,rentner,sicherer im umgang werden,arbeitsbuch,medium,52,de,DE,micro domain #6256
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Pflegende Angehoerige,pflegende_angehoerige,besser verstehen und anwenden,ratgeber,medium,53,de,DE,micro domain #6257
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Fachkraefte,fachkraefte,ergebnisse verbessern und optimieren,checkliste,medium,54,de,DE,micro domain #6258
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Fuehrungskraefte,fuehrungskraefte,zeit sparen und effizienter arbeiten,planer,medium,55,de,DE,micro domain #6259
digitale_ordnung,digitale_ordnung_optimierung,Digitale Ordnung Optimierung für Schichtarbeiter,schichtarbeiter,ueberblick behalten und struktur schaffen,tagebuch,medium,56,de,DE,micro domain #6260
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Freelancer,freelancer,fehler vermeiden und qualitaet sichern,workbook,medium,53,de,DE,micro domain #6261
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Kleinunternehmer,kleinunternehmer,kosten senken und budget einhalten,leitfaden,medium,54,de,DE,micro domain #6262
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Studenten,studenten,motivation finden und dranbleiben,praxisbuch,medium,55,de,DE,micro domain #6263
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Schueler,schueler,richtige methode erlernen,vorlagenbuch,medium,56,de,DE,micro domain #6264
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Rentner,rentner,alltag vereinfachen und routine aufbauen,arbeitsbuch,medium,57,de,DE,micro domain #6265
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Pflegende Angehoerige,pflegende_angehoerige,sicherer im umgang werden,ratgeber,medium,53,de,DE,micro domain #6266
digitale_ordnung,digitale_ordnung_pflege,Digitale Ordnung Pflege für Fachkraefte,fachkraefte,besser verstehen und anwenden,checkliste,medium,54,de,DE,micro domain #6267
